╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
дjкL┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐ддjкL┬эенкLи╜лH╕q╡є72л╤1~30╕╣,53.75,жэ,,,1050611,дgжa2л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0851115,108.47,3,1,2,ж│,╡L,1800000,16594,,0.0,0,,RPOOMLOKPHLFFCQ66CA
╖╦дf╢m,дgжa,мhдl╖╛мq361~390жa╕╣,31.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050701,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,93775,3025,,0.0,0,,RPPNMLPKPHLFFCQ76CA
╖s┤ф╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐д╖s┤ф╢mжш╔▄з°1╛Fжш╔▄91~120╕╣,104.4,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050626,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,игифеL╡n░Oи╞╢╡,0840529,152.22,4,2,3,ж│,╡L,2500000,16424,,0.0,0,,RPSNMLPKPHLFFCQ07CA
е┴╢п╢m,дgжa,кF┤Ємq1291~1320жa╕╣,3214.47,,пSйw╣A╖~░╧,╣Aкке╬жa,1050705,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,15800000,4915,,0.0,0,,RPOOMLNJQHLFFCQ56CA
е┴╢п╢m,дgжa,┐│лnмq31~60жa╕╣,344.42,жэ,,,1050624,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2800000,8130,,0.0,0,,RPRNMLNJQHLFFCQ76CA
ддоH╢m,дgжa,эBеJкLмq1051~1080жa╕╣,1009.69,,дsйYжaлOи|░╧,╣Aкке╬жa,1050627,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1400000,1387,,0.0,0,,RPSNMLOKPHLFFDQ07CA
дЇдW╢m,дgжa,╖s╡fдl╝dмq91~120жa╕╣,2829.78,,д@пы╣A╖~░╧,╣Aкке╬жa,1050613,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3200000,1131,,0.0,0,,RPQNMLPKPHLFFDQ96CA
дЇдW╢m,дgжa,дTм╔оHмq451~480жa╕╣,1339.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1050701,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4860570,3630,,0.0,0,,RPPPMLSKPHLFFDQ37CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢mдЇ└Yз°дд╡╪╕Ї91~120╕╣,118.0,жэ,,,1050701,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1041126,226.54,4,3,4,ж│,╡L,6920000,30546,,0.0,0,,RPSNMLTJQHLFFDQ57CA
дЇдW╢m,дgжa,дQд@л№нэмqж`жшдpмq721~750жa╕╣,11.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050706,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,95000,8636,,0.0,0,ж│жXи╓и╧е╬дзецйЎбC,RPPNMLLMPHLFFDQ66CA
ддоH╢m,дgжa,╞W╝цдlмq91~120жa╕╣,3791.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1050531,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,900000,237,,0.0,0,,RPVNMLNJQHLFFDQ27CA
ж╡дlел,дgжa,╝wжwмq61~90жa╕╣,27.0,жэ,,,1050701,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,555390,20570,,0.0,0,,RPTNMLTLPHLFFBQ57CA
д╗╕}╢m,дgжa,лс▒Yдsмq▒Yдsдpмq541~570жa╕╣,6731.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1050705,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5050000,750,,0.0,0,,RPQNMLOLPHLFFBQ76CA
ж╡дlел,дgжa,д√мD╞WмqкQ╡╪дpмq451~480жa╕╣,3085.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1050624,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4500000,1459,,0.0,0,,RPRNMLNJQHLFFBQ66CA
╕qж╦╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐д╕qж╦╢m╢╟к┌451~480╕╣,86.0,жэ,,,1050624,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0750108,114.47,5,1,2,ж│,╡L,2580000,22539,,0.0,0,,RPWNMLSKPHLFFBQ67CA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелдхй·╕Ї121~150╕╣,87.4,жэ,,,1050629,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040413,180.39,4,3,4,ж│,╡L,9080000,50335,,0.0,0,,RPRNMLSKPHLFFBQ17CA
ем│U┬э,дgжa,╣┼╢ємq541~570жa╕╣,158.94,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050622,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,480874,3026,,0.0,0,е■│бдgжa╝Wн╚╡|збе╤╢Rдшнt╛с,RPPNMLPKPHLFFBQ66CA
д╗╕}╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╗╕}╢m╗[└Y61~90╕╣,111.33,жэ,,,1050705,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0891003,185.43,3,2,3,ж│,╡L,5000000,26964,,0.0,0,,RPPNMLSKPHLFFBQ96CA
ж╡дlел,дgжa,д║нэмq301~330жa╕╣,3.21,жэ,,,1050704,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,72789,22676,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLLLPHLFFBQ09CA
ж╡дlел,дgжa,д║нэмq301~330жa╕╣,3.21,жэ,,,1050704,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,72789,22676,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLLLPHLFFBQ56CA
ж╡дlел,дgжa,д║нэмq301~330жa╕╣,3.21,жэ,,,1050704,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,72789,22676,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPTNMLLLPHLFFBQ76CA
ж╡дlел,дgжa,д║нэмq91~120жa╕╣,55.66,╣A,,,1050604,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,842000,15128,,0.0,0,,RPSNMLNJQHLFFBQ76CA
ж╡дlел,дgжa,д║нэмq91~120жa╕╣,89.26,╣A,,,1050604,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1350500,15130,,0.0,0,,RPTNMLNJQHLFFBQ86CA
ж╡дlел,дgжa,д║нэмq91~120жa╕╣,89.27,╣A,,,1050604,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1350500,15128,,0.0,0,,RPUNMLNJQHLFFBQ96CA
ж╡дlел,дgжa,д║нэмq91~120жa╕╣,89.27,╣A,,,1050604,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1350500,15128,,0.0,0,,RPVNMLNJQHLFFBQ07CA
ж╡дlел,дgжa,д║нэмq91~120жa╕╣,89.27,╣A,,,1050604,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1350500,15128,,0.0,0,,RPWNMLNJQHLFFBQ17CA
ж╡дlел,дgжa,д║нэмq91~120жa╕╣,89.27,╣A,,,1050604,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1350500,15128,,0.0,0,,RPXNMLNJQHLFFBQ27CA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелдпйMд@╕Ї1~30╕╣,248.87,жэ,,,1050603,дgжa12л╪кл2иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040720,295.25,5,2,5,ж│,ж│,16500000,55885,,0.0,0,,RPQNMLTKPHLFFBQ17CA
д╗╕}╢m,дgжa,дTйm╝dмqдTйmдpмq1~30жa╕╣,1460.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1050627,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1500000,1027,,0.0,0,,RPSNMLQLPHLFFBQ17CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лO╔]дддs╕Їд@мq228л╤19з╦31~60╕╣,22.43,жэ,,,1050621,дgжa1л╪кл1иожь0,е|╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0821006,110.26,3,2,2,ж│,╡L,1420000,12879,,0.0,0,,RPUNMLTJQHLFFDQ77CA
ддоH╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дддоH╢m┤Iжмз°16╛F┐│д╞?1~30╕╣,163.74,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1050701,дgжa1л╪кл1иожь0,е■,д@╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0701224,69.3,2,2,1,ж│,╡L,2200000,31746,,0.0,0,,RPPNMLPKQHLFFDQ96CA
д╙лOел,дgжa,╖s░ёмq╖s░ёдpмq2521~2550жa╕╣,4137.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1050705,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8780000,2122,,0.0,0,,RPOOMLQLPHLFFDQ07CA
ддоH╢m,дgжa,▓`з|мq211~240жa╕╣,387.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1050628,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,66000,171,,0.0,0,жь╕m░╛╗ўбA╡L╣яе~┴p╡╕╣D╕ЇбA─щдь┬Oе═бC,RPPNMLQKPHLFFDQ96CA
дjкL┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐ддjкL┬эжNкLи╜9╛FенйM╡є15л╤1~30╕╣,51.0,жэ,,,1050622,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0650429,61.1,2,2,2,ж│,╡L,1250000,20458,,0.0,0,,RPQNMLNLPHLFFCQ76CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m┐│лnз°└Y╛Ї571~600╕╣,105.28,жэ,,,1050527,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0831003,210.11,4,2,3,ж│,╡L,1276556,6076,,0.0,0,е╗╢R╜цо╫еєлY─▌дG┐╦╡е╢бпSоэецйЎбAифецйЎ╗∙оцеiпр▓зйєел│їе┐▒`ецйЎ╗∙оцбC,RPPNMLSKPHLFFCQ07CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢m╝eдhз°22═Q▒Tдl└Y1~30╕╣,77.39,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050518,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0690126,123.96,4,2,4,ж│,╡L,3600000,29042,,0.0,0,,RPPOMLRLPHLFFDQ37DA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢m└s╝wз°1~30╕╣,82.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050524,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0870317,157.42,5,3,2,ж│,╡L,3800000,24139,,0.0,0,,RPROMLRLPHLFFDQ47CA
▒Ўдs╢m,дgжa,└s▓┤кLмq241~270жa╕╣,1030.0,,дsйYжaлOи|░╧,кL╖~е╬жa,1050705,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,88000,85,,0.0,0,,RPPNMLKLPHLFFEQ56CA
д╗╕}╢m,дgжa,╞Wлnмq391~420жa╕╣,131.64,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050707,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,725340,5510,,0.0,0,,RPRNMLTKPHLFFBQ37DA
д╗╕}╢m,дgжa,╞Wлnмq391~420жa╕╣,260.15,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050707,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1433460,5510,,0.0,0,,RPSNMLTKPHLFFBQ47DA
ддоH╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дддоH╢mйM┐│з°31╛Fдде┐╖sз°121~150╕╣,97.29,жэ,,,1050621,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0690318,131.56,2,1,2,ж│,╡L,3200000,24324,,0.0,0,,RPOOMLPLPHLFFDQ07DA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лO╔]е_┤ф╕ЇдGмq429л╤200з╦31~60╕╣,104.94,жэ,,,1050516,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1041016,167.25,4,2,3,ж│,╡L,5700000,34081,,0.0,0,,RPSNMLSKPHLFFDQ57DA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лO╔]е_┤ф╕ЇдGмq429л╤200з╦1~30╕╣,104.94,жэ,,,1050629,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1041016,167.25,4,2,3,ж│,╡L,5700000,34081,,0.0,0,,RPUNMLSKPHLFFDQ77DA
▒Ўдs╢m,дgжa,▒Ўлnмq1111~1140жa╕╣,234.0,╣A,,,1050621,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1060000,4530,,0.0,0,е╗еєе]зtжaдWз@клнp╗∙бC,RPPNMLLLPHLFFEQ86EA
дjкL┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐ддjкL┬эенкLи╜дд┐│╕Ї271~300╕╣,122.0,жэ,,,1050604,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0831028,254.65,7,1,4,ж│,╡L,6500000,25525,,0.0,0,,RPQNMLTKPHLFFCQ27CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mиqкLз°кLдlз└1~30╕╣,126.48,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050626,дgжa4л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0820901,167.21,4,2,4,ж│,╡L,3300000,19736,,0.0,0,,RPSNMLTJQHLFFCQ47CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m┐│ддз°╕q╛Ї121~150╕╣,82.14,жэ,,,1050627,дgжa1л╪кл1иожь0,е■,д@╝h,│zд╤нэ,жэоaе╬,игифеL╡n░Oи╞╢╡,0690815,61.84,2,2,1,ж│,╡L,1000000,16171,,0.0,0,,RPXNMLQLPHLFFCQ77CA
е┴╢п╢m,й╨жa(дgжa+л╪кл)+иожь,╣┼╕q┐де┴╢п╢mе_дцз°17╛F╖sе┐дн╡є61~90╕╣,45.92,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050617,дgжa1л╪кл1иожь1,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0910725,100.16,3,2,2,ж│,ж│,2300000,22963,ифеL,0.0,0,ж│╣q▒ш,RPSNMLTLPHLFFCQ57CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m┐│лnз°└Y╛Ї691~720╕╣,30.4,жэ,,,1050702,дgжa2л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0811130,96.88,3,2,2,ж│,╡L,1380000,14244,,0.0,0,,RPPNMLLMPHLFFCQ56CA
дjкL┬э,дgжa,╖╛нIмq╖╛нIдpмq61~90жa╕╣,44.62,,,,1050706,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,49088,1100,,0.0,0,,RPRNMLLJQHLFFCQ56CA
е┴╢п╢m,дgжa,дsддмq211~240жa╕╣,158.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1050706,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,380000,2405,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPUNMLLJQHLFFCQ86CA
е┴╢п╢m,й╨жa(дgжa+л╪кл)+иожь,╣┼╕q┐де┴╢п╢mе_дцз°╖sе┐дн╡є91~120╕╣,44.61,,╢mз°░╧,дA║╪л╪┐vе╬жa,1050624,дgжa1л╪кл1иожь0,дG╝h,дн╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0910725,146.5,3,2,2,ж│,ж│,2580000,17611,йY╣Dенн▒,0.0,0,,RPOOMLLJQHLFFCQ98CA
ддоH╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дддоH╢mйM┐│з°дд╡╪╕Ї585л╤1~30╕╣,48.8,жэ,,,1050620,дgжa1л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0851011,145.64,3,1,2,ж│,ж│,2200000,15106,,0.0,0,,RPPOMLSKPHLFFDQ27CA
│└пє╢m,дgжa,└tжЄдsмqж╦дsдpмq241~270жa╕╣,2456.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1050605,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2000000,814,,0.0,0,,RPRNMLLLPHLFFDQ76CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢mдЇдWз°дЇ╝w╕Ї151~180╕╣,115.09,жэ,,,1050715,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050219,197.3,4,2,3,ж│,╡L,7930000,40193,,0.0,0,,RPOOMLRLPHLFFDQ17CA
│└пє╢m,дgжa,│└пємq│└кFдpмq61~90жa╕╣,3516.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1050705,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7000000,1991,,0.0,0,,RPRNMLTLPHLFFDQ57CA
│└пє╢m,дgжa,лс╔▄дlмqлс╔▄дpмq361~390жa╕╣,2761.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1050707,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3313200,1200,,0.0,0,,RPPNMLTKPHLFFDQ27CA
ж╡дlел,дgжa,╖s╝dмq961~990жa╕╣,1353.58,╣A,,,1050704,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3000000,2216,,0.0,0,,RPPNMLQLPHLFFBQ86CA
